FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Lead frame,Unit/strip,Strip/lot,Process
F30044,5.0,290.59,XHC16E114006AAJ,1.6X1.4,GQFN,,3300.0,30.0,
F30044,5.0,290.59,XHC16E114006AAN,1.6X1.4,GQFN,,3300.0,20.0,
F70022,5.0,252.86,TQ-258E258B014C,2.58X2.58,QFN,CU,1575.0,40.0,
F70022,5.0,252.86,TQ-258E258B014N,2.58X2.58,QFN,CU,1575.0,40.0,
F70023,4.0,314.11,EQ-300E400Z021F,3X4,QFN,PPF,910.0,20.0,
F70023,4.0,314.11,EQ-300E400Z021M,3X4,QFN,PPF,910.0,40.0,
F70023,4.0,314.11,EQ-300E400Z021W,3X4,QFN,PPF,910.0,20.0,
F70029,3.0,248.98,EQ-300E400Z021M,3X4,QFN,PPF,910.0,40.0,
F70034,3.0,498.65,EQ-200E300B014M,3X2,QFN,PPF,1710.0,40.0,
FA0133,3.0,168.86,NH-50E150024SAJ,5X5,GQFN,,440.0,60.0,
FA0133,3.0,168.86,NH-50E150024SAN,5X5,GQFN,,440.0,60.0,
FA0133,3.0,168.86,NHC50E150024SAN,5X5,GQFN,,440.0,40.0,
FA0142,3.0,232.65,MH-40E140015DAJ,4X4,GQFN,,700.0,30.0,
FA0142,3.0,232.65,MH-40E140015DAN,4X4,GQFN,,700.0,30.0,
FA0142,3.0,232.65,MH-40E140020DAN,4X4,GQFN,,640.0,40.0,
FA0180,3.0,150.73,HH-90E190064TAN,9X9,GQFN,,120.0,30.0,
FA0180,3.0,150.73,HH-90S290064TAJ,9X9,GQFN,,120.0,40.0,
FA0180,3.0,150.73,HH-90S290064TAN,9X9,GQFN,,120.0,40.0,
FA0180,3.0,150.73,HH-90S290064TIN,9X9,GQFN,,120.0,30.0,
FA0180,3.0,150.73,MH-90S290064BIN,9X9,GQFN,,120.0,30.0,
FA0212,3.0,161.69,HHC50M260016TAJ,5X6,GQFN,,315.0,40.0,
FA0212,3.0,161.69,HHC50M260016TAN,5X6,GQFN,,315.0,40.0,
FN0059,3.0,274.1,UQ-170X200A012D,2X1.7,QFN,PPF,1596.0,30.0,
FN0059,3.0,274.1,UQ-170X200A012P,2X1.7,QFN,PPF,1596.0,12.0,
FN0115,3.0,207.8,UQ-180E320A020P,1.8X3.2,QFN,PPF,1700.0,12.0,
FN0115,3.0,207.8,UQ-180X320A020D,3.2X1.8,QFN,PPF,936.0,24.0,
FN0115,3.0,207.8,UQ-180X320A020P,3.2X1.8,QFN,PPF,936.0,24.0,
FR0022,5.0,220.82,NQ-300E3001016A,3X3,SLP,Cu,1170.0,30.0,Full Cut
FR0022,5.0,220.82,NQ-300E300B016A,3X3,QFN,CU,1170.0,30.0,
FR0022,5.0,220.82,NQ-300E300B016K,3X3,QFN,CU,1170.0,30.0,
FR0022,5.0,220.82,NQC300E3001016A,3X3,SLP,Cu,1170.0,30.0,Full Cut
FR0022,5.0,220.82,NQC300E300B016A,3X3,QFN,CU,1170.0,30.0,
FR0022,5.0,220.82,NQC300E300B016K,3X3,QFN,CU,1170.0,30.0,
FR0022,5.0,220.82,TQ-300E300B016A,3X3,QFN,CU,1170.0,30.0,
FR0022,5.0,220.82,TQC300E300B016A,3X3,QFN,CU,1170.0,30.0,
FR0023,3.0,668.06,ND-300E3001010A,3X3,SLP,Cu,1170.0,30.0,Step Cut
FR0023,3.0,668.06,ND-300E3001010K,3X3,SLP,Cu,1170.0,30.0,Step Cut
FR0023,3.0,668.06,ND-300E300B010A,3X3,QFN,Cu,1170.0,30.0,
FR0023,3.0,668.06,ND-300E300B010K,3X3,QFN,Cu,1170.0,30.0,
FR0023,3.0,668.06,ND-300E300X010A,3X3,SFS,,1170.0,30.0,
FR0023,3.0,668.06,ND-300E300X010K,3X3,SFS,,1170.0,30.0,
FR0023,3.0,668.06,ND-300S300B010A,3X3,QFN,Cu,1170.0,30.0,
FR0023,3.0,668.06,NDC300E3001010K,3X3,SLP,Cu,1170.0,30.0,Step Cut
FR0023,3.0,668.06,NDC300E300X010K,3X3,SFS,,1170.0,30.0,
FR0023,3.0,668.06,NDC300E300X010U,3X3,SFS,,1170.0,30.0,
FR0023,3.0,668.06,TD-300E300B010A,3X3,QFN,Cu,1170.0,30.0,
FR0023,5.0,263.93,ND-300E3001010A,3X3,SLP,Cu,1170.0,30.0,Full Cut
FR0023,5.0,263.93,ND-300E3001010K,3X3,SLP,Cu,1170.0,30.0,Full Cut
FR0023,5.0,263.93,ND-300E300B010A,3X3,QFN,CU,1170.0,30.0,
FR0023,5.0,263.93,ND-300E300B010K,3X3,QFN,CU,1170.0,30.0,
FR0023,5.0,263.93,ND-300E300X010A,3X3,SFS,,1170.0,30.0,
FR0023,5.0,263.93,ND-300E300X010K,3X3,SFS,,1170.0,30.0,
FR0023,5.0,263.93,ND-300S300B010A,3X3,QFN,CU,1170.0,30.0,
FR0023,5.0,263.93,NDC300E3001010K,3X3,SLP,Cu,1170.0,30.0,Full Cut
FR0023,5.0,263.93,NDC300E300X010K,3X3,SFS,,1170.0,30.0,
FR0023,5.0,263.93,NDC300E300X010U,3X3,SFS,,1170.0,30.0,
FR0023,5.0,263.93,TD-300E300B010A,3X3,QFN,CU,1170.0,30.0,
FR0025,5.0,164.18,NQ-500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0025,5.0,164.18,NQ-500M500B032A,5X5,QFN,CU,440.0,40.0,
FR0025,5.0,164.18,NQ-500S500B032A,5X5,QFN,CU,440.0,40.0,
FR0025,5.0,164.18,NQC500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0025,5.0,164.18,TQ-500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0025,5.0,164.18,TQC500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0035,5.0,214.74,NQ-600E600A048A,6X6,QFN,CU,315.0,40.0,
FR0035,5.0,214.74,NQ-600E600A048K,6X6,QFN,CU,315.0,40.0,
FR0035,5.0,214.74,NQ-600S600A048A,6X6,QFN,CU,315.0,40.0,
FR0035,5.0,214.74,TQ-600E600A048A,6X6,QFN,CU,315.0,40.0,
FR0044,5.0,164.22,NQ-500E5001032A,5X5,SLP,Cu,440.0,40.0,Full Cut
FR0044,5.0,164.22,NQ-500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,NQ-500E500B032K,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,NQ-500E500X032A,5X5,SFS,,440.0,40.0,
FR0044,5.0,164.22,NQ-500E500X032K,5X5,SFS,,440.0,40.0,
FR0044,5.0,164.22,NQ-500M500B032A,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,NQC500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,NQC500E500B032K,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,TQ-500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,TQ-500E500B032E,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,TQ-500M500B032A,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,TQ-500S500B032A,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,TQC500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,TQC500E500B032E,5X5,QFN,CU,440.0,40.0,
FR0044,5.0,164.22,TQC500E500B032K,5X5,QFN,CU,440.0,40.0,
FR0056,3.0,601.14,NQ-400E4001020A,4X4,SLP,Cu,700.0,40.0,Step Cut
FR0056,3.0,601.14,NQ-400E400B020A,4X4,QFN,Cu,700.0,40.0,
FR0056,3.0,601.14,NQ-400E400B020K,4X4,QFN,Cu,700.0,40.0,
FR0056,3.0,601.14,NQC400E400B020A,4X4,QFN,Cu,700.0,40.0,
FR0056,3.0,601.14,TQ-400E400B020A,4X4,QFN,Cu,700.0,40.0,
FR0056,3.0,601.14,TQ-400E400B020E,4X4,QFN,Cu,700.0,40.0,
FR0056,3.0,601.14,TQ-400E400B020K,4X4,QFN,Cu,700.0,40.0,
FR0056,3.0,601.14,TQ-400E400X020A,4X4,SFS,,700.0,40.0,
FR0056,3.0,601.14,TQC400E4001020A,4X4,SLP,Cu,700.0,40.0,Step Cut
FR0056,3.0,601.14,TQC400E400B020A,4X4,QFN,Cu,700.0,40.0,
FR0057,5.0,202.5,NQ-300E300A020A,3X3,QFN,CU,1170.0,30.0,
FR0057,5.0,202.5,NQ-300S300A020A,3X3,QFN,CU,1170.0,30.0,
FR0057,5.0,202.5,NQ-300S300A020K,3X3,QFN,CU,1170.0,30.0,
FR0057,5.0,202.5,NQC300E300A020A,3X3,QFN,CU,1170.0,30.0,
FR0057,5.0,202.5,NQC300E300A020K,3X3,QFN,CU,1170.0,30.0,
FR0057,5.0,202.5,TQ-300E300A020A,3X3,QFN,CU,1170.0,30.0,
FR0057,5.0,202.5,TQ-300E300A020K,3X3,QFN,CU,1170.0,30.0,
FR0060,5.0,198.86,NQ-500E500B028A,5X5,QFN,CU,440.0,40.0,
FR0060,5.0,198.86,NQ-500E500B028K,5X5,QFN,CU,440.0,40.0,
FR0060,5.0,198.86,NQ-500S500B028A,5X5,QFN,CU,440.0,40.0,
FR0060,5.0,198.86,NQC500E500B028A,5X5,QFN,CU,440.0,40.0,
FR0060,5.0,198.86,TQ-500E5001028A,5X5,SLP,Cu,440.0,40.0,Full Cut
FR0060,5.0,198.86,TQ-500E5001028E,5X5,SLP,Cu,440.0,40.0,Full Cut
FR0060,5.0,198.86,TQ-500E500B028A,5X5,QFN,CU,440.0,40.0,
FR0060,5.0,198.86,TQC500E5001028A,5X5,SLP,Cu,440.0,40.0,Full Cut
FR0060,5.0,198.86,TQC500E500B028A,5X5,QFN,CU,440.0,40.0,
FR0060,5.0,198.86,TQC500E500B028K,5X5,QFN,CU,440.0,40.0,
FR0060,5.0,198.86,TQC500E500X028A,5X5,SFS,,440.0,40.0,
FR0066,5.0,221.52,NQ-500E500A040A,5X5,QFN,CU,440.0,40.0,
FR0066,5.0,221.52,NQ-500E500A040K,5X5,QFN,CU,440.0,40.0,
FR0066,5.0,221.52,NQC500E500A040A,5X5,QFN,CU,440.0,40.0,
FR0066,5.0,221.52,TQ-500E500A040A,5X5,QFN,CU,440.0,40.0,
FR0066,5.0,221.52,TQC500E500A040A,5X5,QFN,CU,440.0,40.0,
FR0110,5.0,155.64,NQ-800E800B052A,8X8,QFN,CU,175.0,40.0,
FR0110,5.0,155.64,NQ-800E800B052K,8X8,QFN,CU,175.0,40.0,
FR0110,5.0,155.64,NQC800E800B052A,8X8,QFN,CU,175.0,40.0,
FR0147,5.0,158.34,NQ-700E700B048A,7X7,QFN,CU,240.0,40.0,
FR0147,5.0,158.34,NQ-700M700B048A,7X7,QFN,CU,240.0,40.0,
FR0147,5.0,158.34,NQC700E700B048K,7X7,QFN,CU,240.0,40.0,
FR0147,5.0,158.34,TQ-700E700B048A,7X7,QFN,CU,240.0,40.0,
FR0147,5.0,158.34,TQC700E700B048A,7X7,QFN,CU,240.0,40.0,
FR0153,5.0,151.15,NQ-700E700B048A,7X7,QFN,CU,240.0,40.0,
FR0153,5.0,151.15,NQ-700S700B048A,7X7,QFN,CU,240.0,40.0,
FR0153,5.0,151.15,NQC700E700B048A,7X7,QFN,CU,240.0,40.0,
FR0153,5.0,151.15,NQC700E700B048K,7X7,QFN,CU,240.0,40.0,
FR0158,5.0,142.01,NQ-900E900B064A,9X9,QFN,CU,120.0,40.0,
FR0158,5.0,142.01,NQ-900E900B064E,9X9,QFN,CU,120.0,40.0,
FR0158,5.0,142.01,NQC900E9001064A,9X9,SLP,Cu,120.0,40.0,Full Cut
FR0158,5.0,142.01,NQC900E900B064A,9X9,QFN,CU,120.0,40.0,
FR0158,5.0,142.01,TQ-900E900B064A,9X9,QFN,CU,120.0,40.0,
FR0158,5.0,142.01,TQ-900E900B064K,9X9,QFN,CU,120.0,40.0,
FR0158,5.0,142.01,TQ-900M900B064A,9X9,QFN,CU,120.0,40.0,
FR0158,5.0,142.01,TQC900M900B064K,9X9,QFN,CU,120.0,40.0,
FR0221,5.0,225.53,ND-500E600G008A,6X5,QFN,CU,385.0,40.0,
FR0221,5.0,225.53,ND-500E600G008K,6X5,QFN,CU,385.0,40.0,
FR0221,5.0,225.53,TD-500E600G008A,6X5,QFN,CU,385.0,40.0,
FR0221,5.0,225.53,TD-500S600G008A,6X5,QFN,CU,385.0,40.0,
FR0221,5.0,225.53,TD-500S600G008K,6X5,QFN,CU,385.0,40.0,
FR0221,5.0,225.53,TDC500E600G008A,6X5,QFN,CU,385.0,40.0,
FR0250,5.0,175.86,NQ-700E7001056A,7X7,SLP,Cu,240.0,40.0,Full Cut
FR0250,5.0,175.86,NQ-700E700A056A,7X7,QFN,CU,240.0,40.0,
FR0250,5.0,175.86,NQC700E7001056A,7X7,SLP,Cu,240.0,40.0,Full Cut
FR0250,5.0,175.86,NQC700E700A056A,7X7,QFN,CU,240.0,40.0,
FR0250,5.0,175.86,NQC700E700A056K,7X7,QFN,CU,240.0,40.0,
FR0250,5.0,175.86,TQ-700E700A056A,7X7,QFN,CU,240.0,40.0,
FR0306,5.0,261.59,NQ-400E400B024A,4X4,QFN,CU,700.0,40.0,
FR0306,5.0,261.59,NQ-400M400B024A,4X4,QFN,CU,700.0,40.0,
FR0306,5.0,261.59,NQ-400M400B024K,4X4,QFN,CU,700.0,40.0,
FR0306,5.0,261.59,NQ-400S400B024A,4X4,QFN,CU,700.0,40.0,
FR0306,5.0,261.59,NQC400E400B024A,4X4,QFN,CU,700.0,40.0,
FR0306,5.0,261.59,TQ-400E400B024A,4X4,QFN,CU,700.0,40.0,
FR0306,5.0,261.59,TQC400E400B024A,4X4,QFN,CU,700.0,40.0,
FR0306,5.0,261.59,TQC400E400B024K,4X4,QFN,CU,700.0,40.0,
FR0309,5.0,180.04,NQ-600E600B040A,6X6,QFN,CU,315.0,40.0,
FR0309,5.0,180.04,NQ-600E600B040K,6X6,QFN,CU,315.0,40.0,
FR0345,3.0,396.98,ND-200E300B008P,3X2,QFN,PPF,1690.0,30.0,
FR0345,3.0,396.98,TD-200E300B008A,3X2,QFN,Cu,1690.0,20.0,
FR0345,3.0,396.98,TD-200E300B008D,3X2,QFN,PPF,1690.0,20.0,
FR0345,3.0,396.98,TD-200E300B008P,3X2,QFN,PPF,1690.0,20.0,
FR0345,3.0,396.98,TD-200S300B008D,3X2,QFN,PPF,1690.0,20.0,
FR0345,3.0,396.98,TD-200S300B008P,3X2,QFN,PPF,1690.0,20.0,
FR0366,5.0,343.83,ND-200E200B008A,2X2,QFN,CU,2470.0,20.0,
FR0366,5.0,343.83,ND-200E200B008K,2X2,QFN,CU,2470.0,20.0,
FR0366,5.0,343.83,ND-200M200B008A,2X2,QFN,CU,2470.0,24.0,
FR0366,5.0,343.83,NDC200E200B008A,2X2,QFN,CU,2470.0,20.0,
FR0366,5.0,343.83,NDC200E200B008K,2X2,QFN,CU,2470.0,20.0,
FR0366,5.0,343.83,TDC200E200B008A,2X2,QFN,CU,2470.0,20.0,
FR0370,5.0,219.19,NQ-400E500B028A,5X4,QFN,CU,550.0,40.0,
FR0370,5.0,219.19,TQ-400E500B028A,5X4,QFN,CU,550.0,40.0,
FR0370,5.0,219.19,TQ-400E500B028K,4X5,QFN,CU,550.0,40.0,
FR0370,5.0,219.19,TQ-400S500B028A,5X4,QFN,CU,550.0,40.0,
FR0370,5.0,219.19,TQC400E500B028K,4X5,QFN,CU,550.0,40.0,
FR0379,5.0,149.53,TQ-300E300B016C,3X3,QFN,CU,1170.0,18.0,
FR0379,5.0,149.53,TQ-300E300B016W,3X3,QFN,CU,1170.0,20.0,
FR0383,3.0,163.72,TQ-900E900B064A,9X9,QFN,Cu,120.0,40.0,
FR0383,3.0,163.72,TQ-900E900B064K,9X9,QFN,Cu,120.0,40.0,
FR0383,3.0,163.72,TQ-900M900B064A,9X9,QFN,Cu,120.0,40.0,
FR0383,3.0,163.72,TQ-900M900B064K,9X9,QFN,Cu,120.0,40.0,
FR0383,5.0,128.27,TQ-900E900B064A,9X9,QFN,CU,120.0,40.0,
FR0383,5.0,128.27,TQ-900E900B064K,9X9,QFN,CU,120.0,40.0,
FR0383,5.0,128.27,TQ-900M900B064A,9X9,QFN,CU,120.0,40.0,
FR0383,5.0,128.27,TQ-900M900B064K,9X9,QFN,CU,120.0,40.0,
FR0434,3.0,270.48,ND-300E300B010D,3X3,QFN,PPF,1170.0,30.0,
FR0434,3.0,270.48,ND-300E300B010P,3X3,QFN,PPF,1170.0,30.0,
FR0434,3.0,270.48,ND-300S300B010P,3X3,QFN,PPF,1170.0,30.0,
FR0434,3.0,270.48,NDC300E300B010P,3X3,QFN,PPF,1170.0,30.0,
FR0434,3.0,270.48,TD-300E300B010D,3X3,QFN,PPF,1170.0,30.0,
FR0434,3.0,270.48,TD-300E300B010P,3X3,QFN,PPF,1170.0,30.0,
FR0434,3.0,270.48,TDC300E300B010P,3X3,QFN,PPF,1170.0,30.0,
FR0437,5.0,201.15,TQ-500E700B038A,7X5,QFN,CU,320.0,40.0,
FR0437,5.0,201.15,TQ-500E700B038K,5X7,QFN,CU,320.0,40.0,
FR0437,5.0,201.15,TQ-500M700B038A,7X5,QFN,CU,320.0,40.0,
FR0437,5.0,201.15,TQC500E700B038A,7X5,QFN,CU,320.0,40.0,
FR0437,5.0,201.15,TQC500E700B038K,7X5,QFN,CU,320.0,40.0,
FR0445,5.0,148.59,NQ-600E600A048A,6X6,QFN,CU,315.0,40.0,
FR0445,5.0,148.59,NQ-600M600A048A,6X6,QFN,CU,315.0,40.0,
FR0445,5.0,148.59,NQC600E600A048A,6X6,QFN,CU,315.0,40.0,
FR0445,5.0,148.59,NQC600S600A048A,6X6,QFN,CU,315.0,40.0,
FR0445,5.0,148.59,NQC600S600A048K,6X6,QFN,CU,315.0,40.0,
FR0445,5.0,148.59,TQ-600E600A048A,6X6,QFN,CU,315.0,40.0,
FR0445,5.0,148.59,TQ-600S600A048A,6X6,QFN,CU,315.0,40.0,
FR0450,5.0,140.12,NQ-900E900B064A,9X9,QFN,CU,120.0,40.0,
FR0453,3.0,351.65,TD-250S200Z004D,2.5X2.2,QFN,PPF,1995.0,20.0,
FR0453,3.0,351.65,TD-250S200Z004P,2X2.5,QFN,PPF,1995.0,20.0,
FR0475,3.0,180.12,NQ-750E750A064P,7.5X7.5,QFN,PPF,175.0,40.0,
FR0475,3.0,180.12,TQ-750E750A064P,7.5X7.5,QFN,PPF,175.0,40.0,
FR0483,3.0,498.8,ND-150E150B006P,1.5X1.5,QFN,PPF,4080.0,20.0,
FR0483,3.0,498.8,TD-150E150B006P,1.5X1.5,QFN,PPF,4080.0,12.0,
FR0497,3.0,367.13,NQ-350E350Z015F,3.5X3.5,QFN,PPF,880.0,20.0,
FR0497,3.0,367.13,NQ-350E350Z015M,3.5X3.5,QFN,PPF,880.0,20.0,
FR0506,3.0,260.0,MQ-400E400A032A,4X4,QFN,Cu,700.0,30.0,
FR0506,3.0,260.0,MQ-400S400A032A,4X4,QFN,Cu,700.0,40.0,
FR0506,3.0,260.0,NQ-400E400A032A,4X4,QFN,Cu,700.0,40.0,
FR0506,3.0,260.0,NQC400E400A032A,4X4,QFN,Cu,700.0,40.0,
FR0506,3.0,260.0,NQC400E400A032K,4X4,QFN,Cu,700.0,40.0,
FR0506,3.0,260.0,TQ-400E400A032A,4X4,QFN,Cu,700.0,40.0,
FR0507,5.0,209.0,NQ-500E5001040A,5X5,SLP,Cu,440.0,40.0,Full Cut
FR0507,5.0,209.0,NQ-500E500A040A,5X5,QFN,CU,440.0,40.0,
FR0507,5.0,209.0,NQ-500E500A040K,5X5,QFN,CU,440.0,40.0,
FR0507,5.0,209.0,NQC500E500A040A,5X5,QFN,CU,440.0,40.0,
FR0507,5.0,209.0,NQC500E500A040K,5X5,QFN,CU,440.0,40.0,
FR0507,5.0,209.0,NQC500S500A040K,5X5,QFN,CU,440.0,40.0,
FR0507,5.0,209.0,TQC500E500A040A,5X5,QFN,CU,440.0,40.0,
FR0507,5.0,209.0,UQC500E500A040A,5X5,QFN,CU,440.0,30.0,
FR0517,5.0,221.1,NQ-400E750B036A,7.5X4,QFN,CU,350.0,40.0,
FR0518,3.0,412.01,TD-200E200B008D,2X2,QFN,PPF,2470.0,20.0,
FR0518,3.0,412.01,TD-200E200B008P,2X2,QFN,PPF,2470.0,20.0,
FR0520,3.0,258.46,TQ-300E300B016D,3X3,QFN,PPF,1824.0,30.0,
FR0520,3.0,258.46,TQ-300E300B016P,3X3,QFN,PPF,1170.0,30.0,
FR0532,5.0,148.11,MQ-900E900B064A,9X9,QFN,CU,120.0,40.0,
FR0532,5.0,148.11,NQ-900E900B064A,9X9,QFN,CU,120.0,40.0,
FR0532,5.0,148.11,NQ-900E900B064K,9X9,QFN,CU,120.0,40.0,
FR0574,3.0,177.28,ND-500E600G008D,6X5,QFN,PPF,385.0,40.0,
FR0574,3.0,177.28,ND-500E600G008P,6X5,QFN,PPF,385.0,40.0,
FR0598,5.0,181.12,NDC600E800G008A,8X6,QFN,CU,225.0,40.0,
FR0598,5.0,181.12,TD-600E800G008A,8X6,QFN,CU,225.0,40.0,
FR0598,5.0,181.12,TDC600E800G008A,8X6,QFN,CU,225.0,40.0,
FR0598,5.0,181.12,TDC600E800G008K,8X6,QFN,CU,225.0,40.0,
FR0624,3.0,154.43,NQ-800E800B056D,8X8,QFN,PPF,175.0,40.0,
FR0624,3.0,154.43,NQ-800E800B056P,8X8,QFN,PPF,175.0,40.0,
FR0624,3.0,154.43,NQC800E800B056P,8X8,QFN,PPF,175.0,60.0,
FR0624,3.0,154.43,TQ-800E800B056P,8X8,QFN,PPF,175.0,40.0,
FR0630,3.0,455.29,NQ-500E500C024A,5X5,QFN,Cu,440.0,40.0,
FR0630,3.0,455.29,NQ-500E500C024K,5X5,QFN,Cu,440.0,40.0,
FR0630,3.0,455.29,NQ-500E500X024A,5X5,SFS,,440.0,40.0,
FR0630,3.0,455.29,NQ-500E500X024K,5X5,SFS,,440.0,40.0,
FR0630,3.0,455.29,NQ-500E500X024U,5X5,SFS,,440.0,40.0,
FR0643,5.0,192.6,NQ-500E5001032A,5X5,SLP,Cu,440.0,40.0,Full Cut
FR0643,5.0,192.6,NQ-500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,NQ-500E500B032K,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,NQ-500E500B032U,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,NQ-500S500B032A,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,NQ-500S500X032A,5X5,SFS,,440.0,40.0,
FR0643,5.0,192.6,NQC500E5001032A,5X5,SLP,Cu,440.0,40.0,Full Cut
FR0643,5.0,192.6,NQC500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,NQC500E500B032K,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,NQC500E500B032U,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,TQ-500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,TQ-500E500X032A,5X5,SFS,,440.0,40.0,
FR0643,5.0,192.6,TQ-500M500B032A,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,TQC500E500B032A,5X5,QFN,CU,440.0,40.0,
FR0643,5.0,192.6,TQC500E500B032K,5X5,QFN,CU,440.0,40.0,
FR0694,3.0,400.05,TD-200S160Z004D,1.6X2,QFN,PPF,2990.0,24.0,
FR0694,3.0,400.05,TD-200S160Z004P,1.6X2,QFN,PPF,2990.0,24.0,
FR0695,3.0,331.12,ND-280E160D004A,1.6X2.8,QFN,Cu,2300.0,20.0,
FR0695,3.0,331.12,ND-280E160D004K,1.6X2.8,QFN,Cu,2300.0,20.0,
FR0695,3.0,331.12,ND-280Z160D004A,1.6X2.8,QFN,Cu,2300.0,20.0,
FR0695,3.0,331.12,NDC280E160D004K,1.6X2.8,QFN,Cu,2300.0,20.0,
FR0695,3.0,331.12,NDE280E160D004A,1.6X2.8,QFN,Cu,2300.0,12.0,
FR0695,3.0,331.12,NDE280E160D004K,1.6X2.8,QFN,Cu,2300.0,12.0,
FR0695,3.0,331.12,NDF280E160D004A,1.6X2.8,QFN,Cu,2300.0,16.0,
FR0695,3.0,331.12,NDF280E160D004K,1.6X2.8,QFN,Cu,2300.0,20.0,
FR0695,3.0,331.12,NDG280E160D004K,1.6X2.8,QFN,Cu,2300.0,20.0,
FR0695,5.0,307.76,ND-280E160D004A,1.6X2.8,QFN,CU,2300.0,20.0,
FR0695,5.0,307.76,ND-280E160D004K,1.6X2.8,QFN,CU,2300.0,20.0,
