FRAME_STOCK,SPEED,TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Lead frame,Unit/strip,Strip/lot
F40026,3.0,294.06,PQ-300E300B016P,3X3,QFN,PPF,1170.0,20.0
F40038,2.0,795.11,PDC135E100L008D,1.35X1,QFN,PPF,5425.0,22.0
F40038,2.0,795.11,PDC135E100L008P,1.35X1,QFN,PPF,5425.0,30.0
F69039,3.0,927.16,GS-1BN11F010UAN,1.15X1.55,MIS,,5724.0,14.0
F69041,3.0,184.49,GS-50P250032UAN,5X5,MIS,,504.0,20.0
F69086,3.0,442.43,GS-30N140024CAN,3X4,MIS,,1088.0,10.0
F70021,3.0,257.98,EQ-250D450L034D,2.5X4.5,QFN,PPF,900.0,20.0
F70021,3.0,257.98,EQ-250D450L034P,2.5X4.5,QFN,PPF,900.0,20.0
F70021,3.0,257.98,EQC250D450L034D,2.5X4.5,QFN,PPF,900.0,20.0
F70021,3.0,257.98,EQC250D450L034P,2.5X4.5,QFN,PPF,900.0,20.0
F70022,5.0,238.83,TQ-258E258B014C,2.58X2.58,QFN,Cu,1575.0,40.0
F70022,5.0,238.83,TQ-258E258B014N,2.58X2.58,QFN,Cu,1575.0,40.0
F70023,3.0,372.65,EQ-300E400Z021F,3X4,QFN,PPF,910.0,20.0
F70023,3.0,372.65,EQ-300E400Z021M,3X4,QFN,PPF,910.0,40.0
F70023,3.0,372.65,EQ-300E400Z021W,3X4,QFN,Cu,910.0,20.0
F70023,4.0,274.77,EQ-300E400Z021F,3X4,QFN,PPF,910.0,20.0
F70023,4.0,274.77,EQ-300E400Z021M,3X4,QFN,PPF,910.0,40.0
F70023,4.0,274.77,EQ-300E400Z021W,3X4,QFN,Cu,910.0,20.0
F70025,5.0,201.85,EQC500E500B032U,5X5,QFN,Cu,440.0,30.0
F70026,5.0,372.9,EQ-200E200B012C,2X2,QFN,Cu,2470.0,30.0
F70026,5.0,372.9,EQ-200E200B012N,2X2,QFN,Cu,2470.0,40.0
F70029,3.0,251.99,EQ-300E400Z021M,3X4,QFN,PPF,910.0,40.0
F70034,3.0,374.62,EQ-200E300B014M,3X2,QFN,PPF,1710.0,40.0
F76001,3.0,222.64,EQ-350E3501022C,3.5X3.5,SLP,Cu,880.0,40.0
F76001,3.0,222.64,EQ-350E3501022N,3.5X3.5,SLP,Cu,880.0,40.0
F76009,5.0,458.57,EQ-350E3751017W,3.5X3.75,SLP,Cu,770.0,40.0
F76009,5.0,458.57,TQ-350E3751017W,3.5X3.75,SLP,Cu,770.0,40.0
F7A009,5.0,231.79,KQC500S500Z023A,5X5,QFN,Cu,440.0,40.0
F7A014,5.0,176.62,TQ-350E4501024N,3.5X4.5,SLP,Cu,660.0,30.0
F7A015,3.0,191.53,ED-300E3001010K,3X3,SLP,Cu,1170.0,20.0
F7A015,3.0,191.53,ED-300E300B010K,3X3,QFN,Cu,1170.0,20.0
F96001,2.0,464.03,ZQ-400E4001007A,4X4,SLP,Cu,585.0,40.0
F96001,2.0,464.03,ZQ-400E4001007K,4X4,SLP,Cu,585.0,40.0
FA0028,5.0,120.82,EHC90E190100BAN,9X9,GQFN,,120.0,30.0
FA0028,5.0,120.82,MH-90E190100DAN,9X9,GQFN,,120.0,30.0
FA0028,5.0,120.82,MHC90E190100DAJ,9X9,GQFN,,120.0,40.0
FA0028,5.0,120.82,MHC90E190100DAN,9X9,GQFN,,120.0,40.0
FA0028,9.0,132.7,EHC90E190100BAN,9X9,GQFN,,120.0,30.0
FA0028,9.0,132.7,MH-90E190100DAN,9X9,GQFN,,120.0,30.0
FA0028,9.0,132.7,MHC90E190100DAJ,9X9,GQFN,,120.0,40.0
FA0028,9.0,132.7,MHC90E190100DAN,9X9,GQFN,,120.0,40.0
FA0034,5.0,495.76,EH-20E120014BAN,2X2,GQFN,,2250.0,12.0
FA0043,3.0,508.37,XH-20E124018AAJ,2.4X2,GQFN,,1760.0,30.0
FA0043,3.0,508.37,XH-20E124018AAN,2.4X2,GQFN,,1760.0,12.0
FA0082,5.0,469.73,EH-16E124016BAJ,2.4X1.6,GQFN,,2250.0,12.0
FA0082,5.0,469.73,EH-16E124016BAN,2.4X1.6,GQFN,,2250.0,12.0
FA0095,3.0,134.33,MH-50E150032BAN,5X5,GQFN,,440.0,30.0
FA0095,3.0,134.33,MHC50E150032DAJ,5X5,GQFN,,440.0,40.0
FA0095,3.0,134.33,MHC50E150032DAN,5X5,GQFN,,440.0,40.0
FA0097,5.0,85.13,XH-20E120024AAJ,2X2,GQFN,,2250.0,30.0
FA0097,5.0,85.13,XH-20E120024AAN,2X2,GQFN,,2250.0,18.0
FA0097,5.0,85.13,XH-20E120024ABS,2X2,GQFN,,2250.0,12.0
FA0097,5.0,85.13,XHC20E120024AAJ,2X2,GQFN,,2250.0,30.0
FA0126,5.0,571.5,THY18S236006CAJ,3.6X1.8,GQFN,,1500.0,20.0
FA0126,5.0,571.5,THY18S236006CAN,3.6X1.8,GQFN,,1500.0,20.0
FA0129,5.0,191.57,MH-45E145046DAN,4.5X4.5,GQFN,,540.0,30.0
FA0129,5.0,191.57,MH-45E145046DBH,4.5X4.5,GQFN,,540.0,30.0
FA0129,5.0,191.57,MH-45E145046DBS,4.5X4.5,GQFN,,540.0,30.0
FA0132,5.0,83.1,XH-31D243034AAJ,4.3X3.1,GQFN,,780.0,24.0
FA0132,5.0,83.1,XH-31D243034AAN,4.3X3.1,GQFN,,780.0,40.0
FA0132,5.0,83.1,XH-31E143034AAN,4.3X3.1,GQFN,,780.0,24.0
FA0133,2.0,289.0,NH-50E150024SAJ,5X5,GQFN,,440.0,60.0
FA0133,2.0,289.0,NH-50E150024SAN,5X5,GQFN,,440.0,60.0
FA0133,2.0,289.0,NHC50E150024SAN,5X5,GQFN,,440.0,40.0
FA0133,3.0,180.1,NH-50E150024SAJ,5X5,GQFN,,440.0,60.0
FA0133,3.0,180.1,NH-50E150024SAN,5X5,GQFN,,440.0,60.0
FA0133,3.0,180.1,NHC50E150024SAN,5X5,GQFN,,440.0,40.0
FA0133,9.0,181.45,NH-50E150024SAJ,5X5,GQFN,,440.0,60.0
FA0133,9.0,181.45,NH-50E150024SAN,5X5,GQFN,,440.0,60.0
FA0133,9.0,181.45,NHC50E150024SAN,5X5,GQFN,,440.0,40.0
FA0137,5.0,307.67,PH-20E125008AAJ,2X2.5,GQFN,,1820.0,10.0
FA0137,5.0,307.67,PH-20E125008AAN,2X2.5,GQFN,,1820.0,40.0
FA0142,3.0,202.33,MH-40E140015DAJ,4X4,GQFN,,700.0,30.0
FA0142,3.0,202.33,MH-40E140015DAN,4X4,GQFN,,700.0,30.0
FA0142,3.0,202.33,MH-40E140020DAN,4X4,GQFN,,640.0,40.0
FA0147,3.0,246.96,EH-26E124008BAJ,2.4X2.6,GQFN,,1500.0,40.0
FA0147,3.0,246.96,EH-26E124008BAN,2.4X2.6,GQFN,,1500.0,30.0
FA0147,5.0,173.23,EH-26E124008BAJ,2.4X2.6,GQFN,,1500.0,40.0
FA0147,5.0,173.23,EH-26E124008BAN,2.4X2.6,GQFN,,1500.0,30.0
FA0152,3.0,247.4,MHC40E140024DAJ,4X4,GQFN,,700.0,20.0
FA0152,3.0,247.4,MHC40E140024DAN,4X4,GQFN,,700.0,40.0
FA0157,9.0,148.23,MH-70E170056DAJ,7X7,GQFN,,200.0,40.0
FA0157,9.0,148.23,MH-70E170056DAN,7X7,GQFN,,200.0,40.0
FA0157,9.0,148.23,MHC70E170056DAN,7X7,GQFN,,200.0,30.0
FA0160,5.0,251.89,EH-22F130024BAJ,2.2X3,GQFN,,1350.0,40.0
FA0160,5.0,251.89,TH-22F130024CAJ,2.2X3,GQFN,,1350.0,40.0
FA0160,5.0,251.89,TH-22F130024CAN,2.2X3,GQFN,,1350.0,40.0
FA0160,9.0,213.11,EH-22F130024BAJ,2.2X3,GQFN,,1350.0,40.0
FA0160,9.0,213.11,TH-22F130024CAJ,2.2X3,GQFN,,1350.0,40.0
FA0160,9.0,213.11,TH-22F130024CAN,2.2X3,GQFN,,1350.0,40.0
FA0170,5.0,188.12,NHC60E160080SAJ,6X6,GQFN,,270.0,40.0
FA0170,5.0,188.12,NHC60E160080SAN,6X6,GQFN,,270.0,40.0
FA0171,5.0,141.64,MH-60E160080DAN,6X6,GQFN,,270.0,30.0
FA0171,5.0,141.64,MHC60E160080DAJ,6X6,GQFN,,270.0,40.0
FA0171,5.0,141.64,MHC60E160080DAN,6X6,GQFN,,270.0,40.0
FA0171,9.0,158.03,MH-60E160080DAN,6X6,GQFN,,270.0,30.0
FA0171,9.0,158.03,MHC60E160080DAJ,6X6,GQFN,,270.0,40.0
FA0171,9.0,158.03,MHC60E160080DAN,6X6,GQFN,,270.0,40.0
FA0180,3.0,147.12,HH-90E190064TAN,9X9,GQFN,,120.0,30.0
FA0180,3.0,147.12,HH-90S290064TAJ,9X9,GQFN,,120.0,40.0
FA0180,3.0,147.12,HH-90S290064TAN,9X9,GQFN,,120.0,40.0
FA0180,3.0,147.12,HH-90S290064TIN,9X9,GQFN,,120.0,30.0
FA0180,3.0,147.12,MH-90S290064BIN,9X9,GQFN,,120.0,30.0
FA0187,3.0,129.79,HHG90M290031TAN,9X9,GQFN,,120.0,20.0
FA0187,3.0,129.79,HHG90M390031TAJ,9X9,GQFN,,120.0,40.0
FA0187,3.0,129.79,HHG90M390031TAN,9X9,GQFN,,120.0,40.0
FA0212,3.0,161.69,HHC50M260016TAJ,5X6,GQFN,,315.0,40.0
FA0212,3.0,161.69,HHC50M260016TAN,5X6,GQFN,,315.0,40.0
FA0215,5.0,144.54,NH-60E160071SAJ,6X6,GQFN,,271.0,40.0
FA0215,5.0,144.54,NH-60E160071SAN,6X6,GQFN,,271.0,40.0
FA0215,9.0,137.04,NH-60E160071SAJ,6X6,GQFN,,271.0,40.0
FA0215,9.0,137.04,NH-60E160071SAN,6X6,GQFN,,271.0,40.0
FA0221,3.0,183.83,NH-70E170048SAJ,7X7,GQFN,,200.0,40.0
FA0221,3.0,183.83,NHC70E170048SAJ,7X7,GQFN,,200.0,40.0
FJ0002,9.0,200.9,TG-150E100B006R,1X1.5,LGA,,5780.0,12.0
FJ0002,9.0,200.9,UG-150E100B006R,1X1.5,LGA,,5780.0,20.0
FJ0002,9.0,200.9,UGC150E100B006R,1X1.5,LGA,,5780.0,12.0
FJ0003,9.0,306.79,TG-200E200C006R,2X2,LGA,,2470.0,20.0
FJ0005,9.0,367.02,TG-150E100B006R,1X1.5,LGA,,5780.0,12.0
FJ0005,9.0,367.02,TGC150E100B006R,1X1.5,LGA,,5780.0,12.0
FJ0005,9.0,367.02,UG-150E100B006R,1X1.5,LGA,,5780.0,20.0
FJ0050,5.0,165.37,AG-25B2200049AR,2X2.5,LGA,,2268.0,25.0
FJ0051,5.0,99.13,AG-25B2200069AR,2X2.5,LGA,,2268.0,25.0
FJ0055,5.0,225.05,AG-16B2120069AR,1.2X1.6,LGA,,5262.0,12.0
FJ0076,3.0,699.04,CGD20B2200108AR,2X2,LGA,,2748.0,10.0
FJ9001,5.0,93.32,BG-30B2250149AR,2.5X3,LGA,,1705.0,17.0
FJ9004,5.0,191.36,BG-30B2250149AR,2.5X3,LGA,,1705.0,17.0
FJ9004,5.0,191.36,BG-30B3250149AR,3X2.5,LGA,,1705.0,17.0
FJ9004,5.0,191.36,LQ-800Z800Z100T,8X8,QFN,,0.0,0.0
FJ9004,5.0,191.36,LQ-900Z900Z112T,9X9,QFN,,0.0,0.0
FJ9005,5.0,143.39,BG-30B2250149AR,2.5X3,LGA,,1705.0,17.0
FJ9005,5.0,143.39,PG-30B2250148AR,2.5X3,LGA,,1751.0,15.0
FJA032,3.0,283.9,HGFE0G5A0108SAR,10X14,LGA,,88.0,10.0
FJA034,3.0,188.24,HGFE0G5A0110SAR,10X14,LGA,,88.0,10.0
FJA035,3.0,213.36,HGFE0G4A0123SAR,10X14,LGA,,88.0,10.0
FJE013,3.0,135.83,NBCM0C1M05389HR,21X21,BGA,,40.0,14.0
FJE013,3.0,135.83,NGCM0C1M05389HR,21X21,LGA,,40.0,8.0
FN0020,3.0,361.71,UD-120X100A006D,1X1.25,QFN,PPF,3744.0,10.0
FN0020,3.0,361.71,UD-120X100A006P,1X1.25,QFN,PPF,3744.0,10.0
FN0033,2.0,375.83,UQ-140X180A010P,1.8X1.4,QFN,PPF,2116.0,16.0
FN0033,2.0,375.83,UQC140X180A010P,1.8X1.4,QFN,PPF,2116.0,20.0
FN0033,3.0,323.33,UQ-140X180A010P,1.8X1.4,QFN,PPF,2116.0,16.0
FN0033,3.0,323.33,UQC140X180A010P,1.8X1.4,QFN,PPF,2116.0,20.0
FN0059,3.0,253.37,UQ-170X200A012D,2X1.7,QFN,PPF,1596.0,30.0
FN0059,3.0,253.37,UQ-170X200A012P,2X1.7,QFN,PPF,1596.0,12.0
FN0061,3.0,363.8,UD-180X120A008A,1.2X1.8,QFN,Cu,2304.0,12.0
FN0061,3.0,363.8,UD-180X120A008P,1.2X1.8,QFN,PPF,2304.0,24.0
FN0061,3.0,363.8,UDC180X120A008D,1.2X1.8,QFN,PPF,2304.0,30.0
FN0061,3.0,363.8,XD-180X120A008P,1.2X1.8,QFN,PPF,2304.0,24.0
FN0115,3.0,218.98,UQ-180E320A020P,1.8X3.2,QFN,PPF,1700.0,12.0
FN0115,3.0,218.98,UQ-180X320A020D,3.2X1.8,QFN,PPF,936.0,24.0
FN0115,3.0,218.98,UQ-180X320A020P,3.2X1.8,QFN,PPF,936.0,24.0
FNF003,3.0,235.49,XQ-200F280A018D,2.8X2,QFN,PPF,960.0,20.0
FNF003,3.0,235.49,XQ-200F280A018P,2.8X2,QFN,PPF,960.0,20.0
FNF006,3.0,242.08,XQ-160F160A012D,1.6X1.6,QFN,PPF,2000.0,16.0
FNF006,3.0,242.08,XQ-160F160A012P,1.6X1.6,QFN,PPF,2000.0,16.0
FNF006,3.0,242.08,XQC160F160A012D,1.6X1.6,QFN,PPF,2000.0,16.0
FR0005,5.0,255.56,TQ-400E400B024A,4X4,QFN,Cu,700.0,40.0
FR0005,5.0,255.56,TQ-400E400B024K,4X4,QFN,Cu,700.0,40.0
FR0006,5.0,173.37,TQ-500E500B032A,5X5,QFN,Cu,440.0,40.0
FR0006,5.0,173.37,TQ-500E500B032K,5X5,QFN,Cu,440.0,40.0
FR0006,5.0,173.37,TQ-500M500B032A,5X5,QFN,Cu,440.0,40.0
FR0006,5.0,173.37,TQ-500M500B032K,5X5,QFN,Cu,440.0,40.0
FR0006,5.0,173.37,TQC500E500B032K,5X5,QFN,Cu,440.0,40.0
FR0011,5.0,173.21,NQ-600E600B040A,6X6,QFN,Cu,315.0,40.0
FR0011,5.0,173.21,TQ-600E600B040A,6X6,QFN,Cu,315.0,40.0
FR0011,5.0,173.21,TQ-600E600B040K,6X6,QFN,Cu,315.0,40.0
FR0011,5.0,173.21,TQ-600M600B040A,6X6,QFN,Cu,315.0,40.0
FR0011,5.0,173.21,TQC600E600B040K,6X6,QFN,Cu,315.0,40.0
FR0018,5.0,238.84,NQ-400E400B024A,4X4,QFN,Cu,700.0,40.0
FR0018,5.0,238.84,NQ-400E400B024K,4X4,QFN,Cu,700.0,40.0
FR0018,5.0,238.84,NQC400E400B024A,4X4,QFN,Cu,700.0,40.0
FR0018,5.0,238.84,TQ-400E400B024A,4X4,QFN,Cu,700.0,40.0
FR0018,5.0,238.84,TQ-400E400X024A,4X4,SFS,,700.0,40.0
FR0018,5.0,238.84,TQC400E400B024A,4X4,QFN,Cu,700.0,40.0
FR0020,5.0,144.12,NQ-350E900B042A,9X3.5,QFN,Cu,330.0,40.0
FR0020,5.0,144.12,TQ-350D900B042A,9X3.5,QFN,Cu,330.0,40.0
FR0020,5.0,144.12,TQ-350D900B042E,9X3.5,QFN,Cu,330.0,40.0
FR0020,5.0,144.12,TQ-350E900B042A,9X3.5,QFN,Cu,330.0,40.0
FR0020,5.0,144.12,TQ-350E900B042E,9X3.5,QFN,Cu,330.0,40.0
FR0020,5.0,144.12,TQ-350M900B042A,9X3.5,QFN,Cu,330.0,40.0
FR0020,5.0,144.12,TQC350E900B042A,9X3.5,QFN,Cu,330.0,40.0
FR0022,3.0,322.0,NQ-300E3001016A,3X3,SLP,Cu,1170.0,30.0
FR0022,3.0,322.0,NQ-300E300B016A,3X3,QFN,Cu,1170.0,30.0
FR0022,3.0,322.0,NQ-300E300B016K,3X3,QFN,Cu,1170.0,30.0
FR0022,3.0,322.0,NQC300E3001016A,3X3,SLP,Cu,1170.0,30.0
FR0022,3.0,322.0,NQC300E300B016A,3X3,QFN,Cu,1170.0,30.0
FR0022,3.0,322.0,NQC300E300B016K,3X3,QFN,Cu,1170.0,30.0
FR0022,3.0,322.0,TQ-300E300B016A,3X3,QFN,Cu,1170.0,30.0
FR0022,3.0,322.0,TQC300E300B016A,3X3,QFN,Cu,1170.0,30.0
FR0022,5.0,200.74,NQ-300E3001016A,3X3,SLP,Cu,1170.0,30.0
FR0022,5.0,200.74,NQ-300E300B016A,3X3,QFN,Cu,1170.0,30.0
FR0022,5.0,200.74,NQ-300E300B016K,3X3,QFN,Cu,1170.0,30.0
FR0022,5.0,200.74,NQC300E3001016A,3X3,SLP,Cu,1170.0,30.0
FR0022,5.0,200.74,NQC300E300B016A,3X3,QFN,Cu,1170.0,30.0
FR0022,5.0,200.74,NQC300E300B016K,3X3,QFN,Cu,1170.0,30.0
FR0022,5.0,200.74,TQ-300E300B016A,3X3,QFN,Cu,1170.0,30.0
FR0022,5.0,200.74,TQC300E300B016A,3X3,QFN,Cu,1170.0,30.0
FR0023,3.0,597.57,ND-300E3001010A,3X3,SLP,Cu,1170.0,30.0
FR0023,3.0,597.57,ND-300E3001010K,3X3,SLP,Cu,1170.0,30.0
FR0023,3.0,597.57,ND-300E300B010A,3X3,QFN,Cu,1170.0,30.0
FR0023,3.0,597.57,ND-300E300B010K,3X3,QFN,Cu,1170.0,30.0
FR0023,3.0,597.57,ND-300E300X010A,3X3,SFS,,1170.0,30.0
FR0023,3.0,597.57,ND-300E300X010K,3X3,SFS,,1170.0,30.0
FR0023,3.0,597.57,ND-300S300B010A,3X3,QFN,Cu,1170.0,30.0
FR0023,3.0,597.57,NDC300E3001010K,3X3,SLP,Cu,1170.0,30.0
FR0023,3.0,597.57,NDC300E300X010K,3X3,SFS,,1170.0,30.0
FR0023,3.0,597.57,NDC300E300X010U,3X3,SFS,,1170.0,30.0
FR0023,3.0,597.57,TD-300E300B010A,3X3,QFN,Cu,1170.0,30.0
FR0023,5.0,263.93,ND-300E3001010A,3X3,SLP,Cu,1170.0,30.0
FR0023,5.0,263.93,ND-300E3001010K,3X3,SLP,Cu,1170.0,30.0
FR0023,5.0,263.93,ND-300E300B010A,3X3,QFN,Cu,1170.0,30.0
FR0023,5.0,263.93,ND-300E300B010K,3X3,QFN,Cu,1170.0,30.0
FR0023,5.0,263.93,ND-300E300X010A,3X3,SFS,,1170.0,30.0
FR0023,5.0,263.93,ND-300E300X010K,3X3,SFS,,1170.0,30.0
FR0023,5.0,263.93,ND-300S300B010A,3X3,QFN,Cu,1170.0,30.0
FR0023,5.0,263.93,NDC300E3001010K,3X3,SLP,Cu,1170.0,30.0
FR0023,5.0,263.93,NDC300E300X010K,3X3,SFS,,1170.0,30.0
FR0023,5.0,263.93,NDC300E300X010U,3X3,SFS,,1170.0,30.0
FR0023,5.0,263.93,TD-300E300B010A,3X3,QFN,Cu,1170.0,30.0
FR0025,5.0,193.26,NQ-500E500B032A,5X5,QFN,Cu,440.0,40.0
FR0025,5.0,193.26,NQ-500M500B032A,5X5,QFN,Cu,440.0,40.0
FR0025,5.0,193.26,NQ-500S500B032A,5X5,QFN,Cu,440.0,40.0
FR0025,5.0,193.26,NQC500E500B032A,5X5,QFN,Cu,440.0,40.0
FR0025,5.0,193.26,TQ-500E500B032A,5X5,QFN,Cu,440.0,40.0
FR0025,5.0,193.26,TQC500E500B032A,5X5,QFN,Cu,440.0,40.0
FR0035,5.0,218.8,NQ-600E600A048A,6X6,QFN,Cu,315.0,40.0
FR0035,5.0,218.8,NQ-600E600A048K,6X6,QFN,Cu,315.0,40.0
FR0035,5.0,218.8,NQ-600S600A048A,6X6,QFN,Cu,315.0,40.0
FR0035,5.0,218.8,TQ-600E600A048A,6X6,QFN,Cu,315.0,40.0
FR0040,5.0,313.06,ND-300E300B010A,3X3,QFN,Cu,1170.0,30.0
FR0040,5.0,313.06,ND-300E300B010K,3X3,QFN,Cu,1170.0,30.0
FR0040,5.0,313.06,TDC300E300B010A,3X3,QFN,Cu,1170.0,30.0
FR0043,5.0,214.54,NQ-400E400A028A,4X4,QFN,Cu,700.0,40.0
FR0043,5.0,214.54,TQ-400E400A028A,4X4,QFN,Cu,700.0,40.0
FR0043,5.0,214.54,TQ-400E400A028E,4X4,QFN,Cu,700.0,40.0
FR0043,5.0,214.54,TQ-400E400A028K,4X4,QFN,Cu,700.0,40.0
FR0043,5.0,214.54,TQC400E400A028A,4X4,QFN,Cu,700.0,40.0
FR0043,5.0,214.54,TQC400E400A028E,4X4,QFN,Cu,700.0,40.0
FR0044,5.0,193.0,NQ-500E5001032A,5X5,SLP,Cu,440.0,40.0
FR0044,5.0,193.0,NQ-500E500B032A,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,NQ-500E500B032K,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,NQ-500E500X032A,5X5,SFS,,440.0,40.0
FR0044,5.0,193.0,NQ-500E500X032K,5X5,SFS,,440.0,40.0
FR0044,5.0,193.0,NQ-500M500B032A,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,NQC500E500B032A,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,NQC500E500B032K,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,TQ-500E500B032A,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,TQ-500E500B032E,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,TQ-500M500B032A,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,TQ-500S500B032A,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,TQC500E500B032A,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,TQC500E500B032E,5X5,QFN,Cu,440.0,40.0
FR0044,5.0,193.0,TQC500E500B032K,5X5,QFN,Cu,440.0,40.0
FR0046,5.0,156.33,NQ-400E400A028A,4X4,QFN,Cu,700.0,40.0
FR0046,5.0,156.33,TQ-400E400A028A,4X4,QFN,Cu,700.0,40.0
FR0046,5.0,156.33,TQ-400E400A028K,4X4,QFN,Cu,700.0,40.0
FR0048,5.0,204.6,NQ-600E600B040A,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,NQC600E600B040A,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,NQC600E600B040K,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,TQ-600E600B040A,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,TQ-600E600B040E,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,TQ-600M600B040A,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,TQ-600M600B040E,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,TQC600E600B040A,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,TQC600E600B040E,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,TQC600S600B040A,6X6,QFN,Cu,315.0,40.0
FR0048,5.0,204.6,TQC600S600B040E,6X6,QFN,Cu,315.0,40.0
FR0049,5.0,214.11,NQ-400E4001024A,4X4,SLP,Cu,700.0,40.0
FR0049,5.0,214.11,NQ-400E400B024A,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,NQ-400E400B024K,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,NQ-400S400B024A,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,NQC400E400B024A,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,TQ-400E400B024A,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,TQ-400E400B024E,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,TQ-400M400B024A,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,TQ-400M400B024E,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,TQ-400S400B024A,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,TQC400E4001024A,4X4,SLP,Cu,700.0,40.0
FR0049,5.0,214.11,TQC400E400B024A,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,TQC400E400B024E,4X4,QFN,Cu,700.0,40.0
FR0049,5.0,214.11,TQC400E400B024U,4X4,QFN,Cu,700.0,30.0
FR0056,3.0,593.42,NQ-400E4001020A,4X4,SLP,Cu,700.0,40.0
FR0056,3.0,593.42,NQ-400E400B020A,4X4,QFN,Cu,700.0,40.0
FR0056,3.0,593.42,NQ-400E400B020K,4X4,QFN,Cu,700.0,40.0
FR0056,3.0,593.42,NQC400E400B020A,4X4,QFN,Cu,700.0,40.0
FR0056,3.0,593.42,TQ-400E400B020A,4X4,QFN,Cu,700.0,40.0
FR0056,3.0,593.42,TQ-400E400B020E,4X4,QFN,Cu,700.0,40.0
FR0056,3.0,593.42,TQ-400E400B020K,4X4,QFN,Cu,700.0,40.0
FR0056,3.0,593.42,TQ-400E400X020A,4X4,SFS,,700.0,40.0
FR0056,3.0,593.42,TQC400E4001020A,4X4,SLP,Cu,700.0,40.0
