FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Frame type ,Unit/strip,Process,Before_Outlier,After_Outlier
FJ0050,5.0,197.0,AG-25B2200049AR,2X2.5,LGA,"Substrate, 77.5X240 mm (3 panel)",2268.0,,1.0,1.0
FJ9004,5.0,349.02,BG-30B2250149AR,2.5X3,LGA,"Substrate, 77.5X240 mm (1 panel)",1705.0,,2.0,2.0
FJ9005,5.0,349.02,BG-30B2250149AR,2.5X3,LGA,"Substrate, 77.5X240 mm (1 panel)",1705.0,,2.0,2.0
FJA032,3.0,228.5,HGFE0G5A0108SAR,10X14,LGA,"Substrate, 77.5X240 mm (2 panel)",88.0,,3.0,3.0
FJA034,3.0,228.5,HGFE0G5A0110SAR,10X14,LGA,"Substrate, 77.5X240 mm (2 panel)",88.0,,3.0,3.0
FJA035,3.0,228.5,HGFE0G4A0123SAR,10X14,LGA,"Substrate, 77.5X240 mm (2 panel)",88.0,,3.0,3.0
FR0022,3.0,286.82,NQ-300E3001016A,3X3,SLP,Copper ,1170.0,Step Cut,4.0,4.0
FR0044,5.0,224.84,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FR0048,5.0,234.29,NQ-600E600B040A,6X6,QFN,Copper ,315.0,,4.0,4.0
FR0099,2.0,184.46,TQTA00DA00B068P,10X10,QFN,Full PPF,120.0,,1.0,1.0
FR0158,5.0,151.09,NQ-900E900B064A,9X9,QFN,Copper ,120.0,Full Cut,2.0,2.0
FR0264,3.0,283.07,ND-700S500Z004D,5X7,QFN,Full PPF,320.0,,2.0,2.0
FR0274,3.0,456.5,TD-300E200B008A,2X3,QFN,Full PPF,1710.0,,1.0,1.0
FR0314,5.0,172.4,TQ-700E800B052A,8X7,QFN,Copper ,210.0,,1.0,1.0
FR0437,5.0,178.81,TQ-500E700B038A,7X5,QFN,Copper ,320.0,,1.0,1.0
FR0445,5.0,234.29,NQ-600E600A048A,6X6,QFN,Copper ,315.0,,4.0,4.0
FR0507,3.0,233.95,NQ-500E5001040A,5X5,SLP,Copper ,440.0,Step Cut,2.0,2.0
FR0574,3.0,280.0,ND-500E600G008D,6X5,QFN,Full PPF,385.0,,2.0,2.0
FR0668,3.0,277.5,NQ-500E500B032A,5X5,QFN,Full PPF,440.0,,9.0,9.0
FR0716,3.0,277.5,MQC500E500B032D,5X5,QFN,Full PPF,440.0,,9.0,9.0
FR0720,3.0,307.1,MQ-400E400B024P,4X4,QFN,Full PPF,700.0,,2.0,2.0
FR0736,3.0,164.52,MQC900S900B064D,9X9,QFN,Full PPF,120.0,,3.0,3.0
FR0737,2.0,509.22,TD-200E200C006D,2X2,QFN,Full PPF,2470.0,,1.0,1.0
FR0773,3.0,201.27,ND-400E3001012A,3X4,SLP,Copper ,910.0,Step Cut,1.0,1.0
FR0785,5.0,274.3,MQ-400E4001024A,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FR0800,3.0,475.25,TDC300M300C008P,3X3,QFN,Full PPF,1170.0,,2.0,2.0
FR0806,2.0,200.0,NQ-900E900B064A,9X9,QFN,Copper ,120.0,,1.0,1.0
FR1021,5.0,163.89,NQ-800E8001056A,8X8,SLP,Copper ,175.0,Full Cut,3.0,3.0
FR1039,3.0,277.5,NQC500E500A040A,5X5,QFN,Full PPF,440.0,,9.0,9.0
FR1086,5.0,369.04,NQ-700Z700A056T,7X7,QFN,Copper ,0.0,Full Cut,1.0,1.0
FR1095,3.0,279.53,TQ-600M600B036P,6X6,QFN,Full PPF,315.0,,2.0,2.0
FR1127,3.0,247.5,MB-G0-1G0361BFT,16X16,BGA,Full PPF,1.0,,1.0,1.0
FR1151,5.0,271.34,ND-400E400X012E,4X4,SFS,Copper ,700.0,Full Cut,2.0,2.0
FR1152,5.0,224.84,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FR1192,2.0,235.48,NQ-500E5001024A,5X5,SLP,Copper ,440.0,,2.0,2.0
FR1208,5.0,200.73,NQ-600E6001036A,6X6,SLP,Copper ,315.0,Full Cut,7.0,7.0
FR1215,5.0,366.63,NQC300E300B016D,3X3,QFN,Copper ,1170.0,,3.0,3.0
FR1217,5.0,255.78,NQ-400E3501014C,3.5X4,SLP,Copper ,770.0,Full Cut,1.0,1.0
FR1258,5.0,399.2,ND-450D3001014A,3X4.5,SLP,Copper ,780.0,Full Cut,1.0,1.0
FR1285,5.0,271.34,MQC400S400X024A,4X4,SFS,Copper ,700.0,Full Cut,2.0,2.0
FR1294,5.0,198.41,TQ-700E7001044A,7X7,SLP,Copper ,240.0,Full Cut,9.0,9.0
FR1297,3.0,286.82,ND-300E3001010A,3X3,SLP,Copper ,1170.0,Step Cut,4.0,4.0
FR1341,3.0,280.0,ND-500S600G008A,6X5,QFN,Full PPF,385.0,,2.0,2.0
FR1397,5.0,274.3,TD-400E4001008A,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FR1401,5.0,200.73,MQC600E6001032A,6X6,SLP,Copper ,315.0,Full Cut,7.0,7.0
FR1407,2.0,235.48,MQC500E5001032A,5X5,SLP,Copper ,440.0,,2.0,2.0
FR1415,5.0,331.27,ND-200E2001006A,2X2,SLP,Copper ,2470.0,Full Cut,2.0,2.0
FR1443,5.0,200.73,NQ-600E6001036A,6X6,SLP,Copper ,315.0,Full Cut,7.0,7.0
FR1464,5.0,274.3,NQ-400E4001020A,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FR1503,3.0,277.5,NQ-500E500A040D,5X5,QFN,Full PPF,440.0,,9.0,9.0
FR1536,5.0,237.42,NQC400E400A032A,4X4,QFN,Copper ,700.0,,7.0,6.0
FR1538,5.0,182.0,TQ-700EB00B064A,11X7,QFN,Copper ,150.0,,1.0,1.0
FR1545,5.0,200.67,NQ-700E700B048K,7X7,QFN,Copper ,240.0,,4.0,3.0
FR1552,3.0,277.5,NQ-500E500C020U,5X5,QFN,Full PPF,440.0,,9.0,9.0
FR1583,3.0,291.82,NQC500E500X032U,5X5,SFS,Copper ,440.0,,1.0,1.0
FR1617,5.0,239.71,TD-600S800G008K,8X6,QFN,Copper ,225.0,,2.0,2.0
FR1629,5.0,185.48,TQC500M600U039U,6X5,QFN,Copper ,360.0,,2.0,2.0
FR1634,5.0,223.85,TQC500E500U031U,5X5,QFN,Copper ,440.0,,7.0,6.0
FR1636,5.0,248.23,4QC400E600U034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1637,5.0,151.09,TQ-900E900B064E,9X9,QFN,Copper ,120.0,,2.0,2.0
FR1645,5.0,327.06,TQC400E500B025U,4X5,QFN,Copper ,560.0,,2.0,2.0
FR1658,5.0,237.42,TQC400E400A026A,4X4,QFN,Copper ,700.0,,7.0,6.0
FR1683,5.0,234.29,NQ-600E600A052K,6X6,QFN,Copper ,315.0,,4.0,4.0
FR1684,3.0,283.07,ND-700S500R006D,5X7,QFN,Full PPF,320.0,,2.0,2.0
FR1706,3.0,387.96,NDC300E350X010U,3X3.5,SFS,Copper ,1040.0,,1.0,1.0
FR1748,3.0,388.63,,,NAN,,,,,
FR1758,3.0,307.1,NQC400E400B022D,4X4,QFN,Full PPF,700.0,,2.0,2.0
FR1761,3.0,252.21,NDC500E600G008D,5X6,QFN,Full PPF,385.0,,1.0,1.0
FR1769,5.0,223.85,TQ-500E500B032K,5X5,QFN,Copper ,440.0,,7.0,6.0
FR1771,3.0,475.25,TD-300E300B010A,3X3,QFN,Full PPF,1170.0,,2.0,2.0
FR1776,3.0,207.67,NQC700E700A060D,7X7,QFN,Full PPF,240.0,,1.0,1.0
FR1780,5.0,237.42,4QC400E400U028U,4X4,QFN,Copper ,700.0,,7.0,6.0
FR1784,3.0,279.53,NQC600E600A052B,6X6,QFN,Full PPF,315.0,,2.0,2.0
FR1817,5.0,268.43,TD-330E330C008U,3.3X3.3,QFN,Copper ,880.0,,1.0,1.0
FR1819,5.0,248.23,4Q-400M600S034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1821,3.0,336.16,MQ-350E350D012D,3.5X3.5,QFN,Full PPF,880.0,,1.0,1.0
FR1829,3.0,266.17,JQP700E650Z028M,6.5X7,QFN,Full PPF,270.0,,1.0,1.0
FR1830,3.0,415.64,JQP330E450Z009M,3.3X4.5,QFN,Full PPF,720.0,,1.0,1.0
FR1834,5.0,177.55000000000004,NQ-600E900U039U,6X9,QFN,Copper ,210.0,,1.0,1.0
FR1835,3.0,293.75,TQC330D330U012U,3.3X3.3,QFN,Full PPF,960.0,,1.0,1.0
FR1837,5.0,248.23,4Q-400E600U034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1840,3.0,288.43,TQ-300E600A040D,6X3,QFN,Full PPF,585.0,,1.0,1.0
FR1851,5.0,185.23,TDC500E600G008K,6X5,QFN,Copper ,385.0,,1.0,1.0
FR1854,2.0,216.54,NQC800M600C030D,8X6,QFN,Full PPF,225.0,,1.0,1.0
FR1862,5.0,248.23,4Q-400E600U034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1868,3.0,271.47,BQC600S500U023B,5X6,QFN,Full PPF,360.0,,1.0,1.0
FR1873,5.0,248.23,4Q-400M600U034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1880,5.0,212.2,MQC500M600U039U,5X6,QFN,Copper ,360.0,,4.0,4.0
FR1886,5.0,248.23,RQC400M600S034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1888,5.0,200.67,NQC700M700B048K,7X7,QFN,Copper ,240.0,,4.0,3.0
FR1889,3.0,283.0,NQC600E500Z023D,6X5,QFN,Full PPF,360.0,,1.0,1.0
FR1892,3.0,550.5,FQP300E270B007M,3X2.7,QFN,Full PPF,1300.0,,1.0,1.0
FR1893,5.0,267.19,4Q-310M410U026U,3.1X4.1,QFN,Copper ,900.0,,1.0,1.0
FR1898,3.0,277.5,TQC500M500U031U,5X5,QFN,Full PPF,440.0,,9.0,9.0
FR1902,3.0,164.52,MQC900S900B064D,9X9,QFN,Full PPF,120.0,,3.0,3.0
FR1904,5.0,234.18,RQC525M500S033U,5.25X5,QFN,Copper ,350.0,,2.0,2.0
FR1906,5.0,234.18,HQC525M500U033U,5.25X5,QFN,Copper ,350.0,,2.0,2.0
FR4003,5.0,223.85,TQC500M500W031U,5X5,QFN,Copper ,440.0,,7.0,6.0
FR4004,5.0,224.84,NQC500E5001032K,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FR4009,5.0,234.29,NQ-600D600W028U,6X6,QFN,Copper ,315.0,,4.0,4.0
FR4011,5.0,200.73,NQ-600E6001040E,6X6,SLP,Copper ,315.0,Full Cut,7.0,7.0
FR5005,3.0,277.5,NQ-500E500A040B,5X5,QFN,Full PPF,440.0,,9.0,9.0
FR5055,5.0,385.29,TD-300E2001010Z,2X3,SLP,Copper ,1710.0,Full Cut,1.0,1.0
FR5068,5.0,224.84,NQ-500E5001028Z,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FR5083,3.0,233.95,NQ-500E5001032Z,5X5,SLP,Copper ,440.0,Step Cut,2.0,2.0
FR5150,5.0,223.85,5QC500S500U032U,5X5,QFN,Copper ,440.0,,7.0,6.0
FR5157,5.0,223.85,4QZ500M500U031U,5X5,QFN,Copper ,440.0,,7.0,6.0
FR5177,5.0,185.48,4Q-500M600U041U,6X5,QFN,Copper ,360.0,,2.0,2.0
FR5193,5.0,274.3,NQ-400E4001024Z,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FR5196,5.0,163.89,NQ-800E8001056U,8X8,SLP,Copper ,175.0,Full Cut,3.0,3.0
FR5210,5.0,212.2,TQ-500E600U039U,5X6,QFN,Copper ,360.0,,4.0,4.0
FR6002,3.0,208.19999999999996,MQ-700E7001048A,7X7,SLP,Copper ,240.0,Step Cut,1.0,1.0
FR6004,5.0,198.41,MQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,9.0,9.0
FR6006,5.0,242.79,MQ-500E6001044A,6X5,SLP,Copper ,360.0,Full Cut,1.0,1.0
FR6009,3.0,286.82,ND-300E3001006A,3X3,SLP,Copper ,1170.0,Step Cut,4.0,4.0
FR6014,5.0,224.84,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FR6015,5.0,274.3,NQ-400E4001020A,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FR6026,5.0,210.9,TQ-400E5001028A,5X4,SLP,Copper ,550.0,Full Cut,1.0,1.0
FR6041,5.0,200.73,NQC600E6001040A,6X6,SLP,Copper ,315.0,Full Cut,7.0,7.0
FR6042,5.0,198.41,NQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,9.0,9.0
FR6053,5.0,274.3,NQ-400E4001024A,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FR6059,5.0,198.41,NQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,9.0,9.0
FR6096,5.0,331.87,TQ-300E4001020A,4X3,SLP,Copper ,910.0,Full Cut,1.0,1.0
FR6109,5.0,198.41,NQ-700E7001048A,7X7,SLP,Copper ,240.0,Full Cut,9.0,9.0
FR6112,5.0,289.77,NQ-350E3501020A,3.5X3.5,SLP,Copper ,880.0,Full Cut,1.0,1.0
FR6125,5.0,210.59,TQ-400E5001026C,4X5,SLP,Copper ,550.0,Full Cut,1.0,1.0
FR6133,5.0,198.41,TQ-700E7001048K,7X7,SLP,Copper ,240.0,Full Cut,9.0,9.0
FR6139,5.0,274.3,NQ-400E4001024A,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FR6141,5.0,200.73,NQC600E6001028A,6X6,SLP,Copper ,315.0,Full Cut,7.0,7.0
FR6143,5.0,306.27,TQ-300E3001016C,3X3,SLP,Copper ,1170.0,Full Cut,1.0,1.0
FR6170,5.0,246.19,TQ-425E4251022C,4.25X4.25,SLP,Copper ,540.0,Full Cut,1.0,1.0
FR6180,5.0,274.3,NQ-400E4001028K,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FR6194,5.0,200.73,TQC600E6001048U,6X6,SLP,Copper ,315.0,Full Cut,7.0,7.0
FR6195,5.0,224.84,TQ-500E5001032K,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FR7005,2.0,291.67,TQ-500EB00B056P,11X5,QFN,Full PPF,200.0,,1.0,1.0
FR7017,5.0,187.44,MQD415E875Z016C,8.75X4.15,QFN,Copper ,270.0,,1.0,1.0
FR7021,3.0,277.0,MQD375E600Z016C,6X3.75,QFN,Full PPF,450.0,,1.0,1.0
FR8025,5.0,200.67,NQC700E700B048U,7X7,QFN,Copper ,240.0,,4.0,3.0
FR8050,5.0,156.01,NQ-C00EC00B088U,12X12,QFN,Copper ,75.0,,2.0,2.0
FR8053,5.0,156.01,NQ-C00EC00B088U,12X12,QFN,Copper ,75.0,,2.0,2.0
FR8054,5.0,168.56,MQC800E800B056A,8X8,QFN,Copper ,175.0,,1.0,1.0
FR8058,3.0,153.7,NQCC00EC001108U,12X12,SLP,Copper ,75.0,Step Cut,1.0,1.0
FRA001,5.0,237.42,NQC400E400A032K,4X4,QFN,Copper ,700.0,,7.0,6.0
FRA027,5.0,265.6,TD-400E300B014A,3X4,QFN,Copper ,910.0,,1.0,1.0
FRA056,5.0,314.67,TD-400D300B012A,4X3,QFN,Copper ,910.0,,1.0,1.0
FRA068,5.0,271.57,TD-500D300B016K,3X5,QFN,Copper ,715.0,,1.0,1.0
FRA071,5.0,366.63,TQ-300E300B012K,3X3,QFN,Copper ,1170.0,,3.0,3.0
FRA076,5.0,198.41,TQ-700M7001048K,7X7,SLP,Copper ,240.0,Full Cut,9.0,9.0
FRA090,5.0,308.9,TQ-300E2001015N,3X2,SLP,Copper ,1690.0,Full Cut,1.0,1.0
FRA100,5.0,312.62,TQ-300E4001017N,3X4,SLP,Copper ,910.0,Full Cut,1.0,1.0
FRA105,5.0,239.71,NQC800M600C030K,8X6,QFN,Copper ,225.0,,2.0,2.0
FRA108,5.0,380.54,TQ-350E3751017W,3.5X3.75,SLP,Copper ,770.0,Full Cut,2.0,2.0
FRA112,2.0,228.5,NQ-900E9001064K,9X9,SLP,Copper ,120.0,,1.0,1.0
FRA117,5.0,175.5,,,NAN,,,,,
FRA118,5.0,198.41,TQC700E7001048K,7X7,SLP,Copper ,240.0,Full Cut,9.0,9.0
FRA124,5.0,327.06,4Q-400E500W030U,4X5,QFN,Copper ,560.0,,2.0,2.0
FRA125,5.0,267.27,TQ-350E5001019W,3.5X5,SLP,Copper ,605.0,Full Cut,1.0,1.0
FRA126,5.0,227.45,TQ-575E4501023N,5.75X4.5,SLP,Copper ,420.0,Full Cut,1.0,1.0
FRA127,5.0,237.42,TQ-400E400Z018W,4X4,QFN,Copper ,700.0,,7.0,6.0
FRA131,5.0,154.86,TQCA00MA001088U,10X10,SLP,Copper ,120.0,Full Cut,1.0,1.0
FRA133,5.0,236.33,TQ-300E600B027N,3X6,QFN,Copper ,585.0,,1.0,1.0
FRA135,3.0,408.0,NQ-300E300X016U,3X3,SFS,Copper ,1170.0,,1.0,1.0
FRA136,5.0,200.67,TQ-700E700A056E,7X7,QFN,Copper ,240.0,,4.0,3.0
FRA142,5.0,274.3,MQC400S4001024K,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FRA143,5.0,163.89,NQC800E8001068K,8X8,SLP,Copper ,175.0,Full Cut,3.0,3.0
FRA146,5.0,366.63,TQ-300E300B016N,3X3,QFN,Copper ,1170.0,,3.0,3.0
FRA147,5.0,198.41,TQC700E7001048K,7X7,SLP,Copper ,240.0,Full Cut,9.0,9.0
FRA148,5.0,158.63,ND-500E6001008K,6X5,SLP,Copper ,385.0,Full Cut,1.0,1.0
FRA150,5.0,269.53,MQD350E4501016N,4.5X3.5,SLP,Copper ,660.0,Full Cut,1.0,1.0
FRA151,5.0,454.14,NQ-200E3001012N,3X2,SLP,Copper ,1710.0,Full Cut,1.0,1.0
FRA154,5.0,237.42,NQC400S400B024K,4X4,QFN,Copper ,700.0,,7.0,6.0
FRA163,5.0,217.53,NQ-550E5001032N,5X5.5,SLP,Copper ,385.0,Full Cut,1.0,1.0
FRA167,5.0,224.84,NQ-500E5001032K,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FRA172,5.0,274.3,TQ-400E4001028K,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FRA182,5.0,263.41,TQ-350E6001021W,3.5X6,SLP,Copper ,495.0,Full Cut,1.0,1.0
FRA184,5.0,237.42,TQ-400E400A028N,4X4,QFN,Copper ,700.0,,7.0,6.0
FRA186,5.0,224.84,TQ-500E5001029N,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FRA198,5.0,224.84,NQC500E5001032E,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FRA200,5.0,214.86,NDC700M3501018K,3.5X7,SLP,Copper ,440.0,Full Cut,1.0,1.0
FRA201,3.0,279.2,NDC450E3001016K,3X4.5,SLP,Copper ,780.0,Step Cut,1.0,1.0
FRA202,5.0,223.85,NQC500E500B032K,5X5,QFN,Copper ,440.0,,7.0,6.0
FRA204,5.0,270.46,JQP350E4501011N,3.5X4.5,SLP,Selective PPF,660.0,Full Cut,1.0,1.0
FRA205,5.0,274.3,NQC400S4001020U,4X4,SLP,Copper ,700.0,Full Cut,11.0,10.0
FRA213,5.0,273.03,NQ-700E700X048U,7X7,SFS,Copper ,240.0,,1.0,1.0
FRA215,5.0,224.84,NQC500E5001028K,5X5,SLP,Copper ,440.0,Full Cut,10.0,8.0
FRA219,5.0,331.27,NDC200E2001006K,2X2,SLP,Copper ,2470.0,Full Cut,2.0,2.0
FRV003,5.0,212.2,TQC500E600M039U,5X6,QFN,Copper ,360.0,,4.0,4.0
FRW006,2.0,324.93,NQ-300E400C016D,3X4,QFN,Full PPF,910.0,,1.0,1.0
FRW013,2.0,331.43,NQC900E9003064B,9X9,SLP,Full PPF,120.0,,1.0,1.0
FRY001,5.0,212.2,TQ-500E600W039U,5X6,QFN,Copper ,360.0,,4.0,4.0
FU0029,3.0,277.5,UQ-500E500B032D,5X5,QFN,Full PPF,440.0,,9.0,9.0
FU0063,3.0,314.83,UD-650E250Z003P,2.5X6.5,QFN,Full PPF,675.0,,1.0,1.0
FU0242,3.0,277.5,IQC500E500A040P,5X5,QFN,Full PPF,440.0,,9.0,9.0
FU0301,5.0,484.2,XQ-125E210A012N,1.25X2.1,QFN,Copper ,3500.0,,1.0,1.0
FU0318,3.0,595.42,XD-150E110B006N,1.5X1.1,QFN,Full PPF,5270.0,,1.0,1.0
FU0331,3.0,468.08,UQ-200E200A016N,2X2,QFN,Full PPF,2470.0,,1.0,1.0
FU0334,5.0,516.4,UQ-110E150A010N,1.1X1.5,QFN,Copper ,5270.0,,1.0,1.0
FW0009,3.0,164.52,SQ-900E900Z100D,9X9,QFN,Full PPF,120.0,,3.0,3.0
nan_sp,5.0,230.79,,,NAN,,,,,
